Epoch,Ours,ResNet-50,ResNet-101,ResNext-50,ResNext-101
1,1.110647244112832,3.18833156142916,2.9773617131369456,3.3453796548502788,2.9508132338523865
2,0.9587813977684292,1.9279847230230056,1.910294085741043,2.010816071714674,1.966070439134325
3,0.9028557773147312,1.8645827216761448,1.859148464032582,1.9393499876771652,1.8867770305701663
4,0.8633431558098111,1.8577670071806227,1.8500544045652665,1.9245403238705223,1.8849566876888275
5,0.790834475840841,1.8240948021411896,1.8790893810135976,1.8727213101727624,1.8878611879689355
6,0.7765913094793048,1.8296816391604287,1.862698827471052,1.8706532844475336,1.8525565224034448
7,0.7371176204511097,1.8276027568749016,1.8105524608067105,1.8883317623819624,1.830698583807264
8,0.6909725006137576,1.7695063395159585,1.806920702968325,1.8567502200603485,1.8329556030886516
9,0.6447212249040604,1.7785279282501765,1.793044605425426,1.8625400151525224,1.8110061585903168
10,0.6493350565433502,1.7700802215508051,1.847691331590925,1.8675429480416437,1.8742801461900984
11,0.662757334964616,1.763976854937417,1.7923117578029633,1.8454452327319557,1.8425846525600975
12,0.6117105026330266,1.7640430629253387,1.775710059063775,1.8613292106560295,1.8539046858038224
13,0.5857646624956813,1.7630288771220617,1.793491733925683,1.8161167544978003,1.8284424160208024
14,0.5671156282935824,1.7508559695311956,1.7825286558696205,1.788663808788572,1.8021832065922876
15,0.5444406611578805,1.726808718272618,1.7669993213244848,1.7842872823987688,1.8174771623952048
16,0.5427456721663475,1.7418892511299675,1.770110900912966,1.7794095618384225,1.8535700014659335
17,0.5544741888131414,1.737414606979915,1.8002963662147522,1.7997556839670454,1.8161976507731847
18,0.5465408031429563,1.7060758769512177,1.7952222526073456,1.7811377516814642,1.8219407541411263
19,0.5756650907652718,1.7460243148463113,1.778604473386492,1.767306353364672,1.853746771812439
20,0.5131114540355546,1.7307486193520685,1.7784288312707628,1.803774459021432,1.8803832999297552
21,0.4971471418227468,1.7176299350602289,1.743931416954313,1.7589541333062308,1.81749712569373
22,0.4685711200748171,1.716713981969016,1.7293009502547128,1.7924728691577911,1.8187169900962288
23,0.513585528092725,1.6908244788646698,1.7364126912185125,1.7476904817989891,1.822324024779456
24,0.4819250245179449,1.707490086555481,1.730218993765967,1.712394863367081,1.7824036606720517
25,0.5166321322321892,1.7199354086603438,1.7434279918670654,1.7503020550523485,1.7581790132181985
26,0.4917433251227651,1.6769752034119196,1.7348526503358568,1.7276581398078374,1.801530978509358
27,0.4750470827732767,1.6771311163902285,1.6878288643700736,1.691074869462422,1.789073467254639
28,0.454690657556057,1.6852891530309404,1.731980664389474,1.725730448961258,1.7777029403618403
29,0.4531529088105474,1.6713647970131464,1.738682985305786,1.7076536161558968,1.7896051066262382
30,0.4708966687321663,1.6907664580004556,1.7467892978872572,1.7126820726054055,1.7463224913392748
31,0.4951876487050737,1.668799660035542,1.696313385452543,1.6917326280048914,1.7655213815825326
32,0.477112104850156,1.6369269617966242,1.696503792490278,1.678295714514596,1.788445268358503
33,0.4332798549107143,1.6731457923139843,1.710669415337699,1.6560125521251134,1.776533062968935
34,0.4459392939295087,1.666892055954252,1.70391811643328,1.6752629024641854,1.779902151652745
35,0.4463429589356695,1.6089253085000177,1.6801501767975944,1.6782633704798562,1.7477742007800512
36,0.4405668122427804,1.6539377740451269,1.6981350353785925,1.6742726521832605,1.7511835864612035
37,0.4541569618242128,1.640259998185294,1.6779642615999495,1.6545615877423967,1.728781065770558
38,0.4574878173215048,1.6520249375275202,1.6915629293237413,1.6474998167582922,1.806766552584512
39,0.4346467714224543,1.6496115284306665,1.689879881484168,1.6207838569368636,1.7658413095133645
40,0.4579736281718526,1.6133884957858495,1.7058971183640617,1.63112125652177,1.749714127608708
