Epoch,Ours,ResNet-50,ResNet-101,ResNeXt-50,ResNeXt-101
1,1.083133005081339,2.503576717478164,3.0820744931697845,2.5528360503785152,2.5747284686311764
2,0.925352690067697,1.8741585295251075,1.8616681098937988,1.8635917420082904,1.8863984955118056
3,0.8669946092240354,1.8349642373145896,1.8381764789422352,1.8557968012830044,1.8641080247594957
4,0.8637887138001462,1.8386909733427328,1.8240319192409515,1.8867559153982931,1.87118857211255
5,0.8425280312274365,1.82935339339236,1.8016539514064789,1.8715918165572143,1.8197516279017671
6,0.7883638447903573,1.814754917266521,1.8105564614137013,1.8554088283092416,1.818330171260428
7,0.7569854094627055,1.8120512277521983,1.805991272131602,1.8252255840504423,1.815537417188604
8,0.7315744377197103,1.824048714434847,1.7702921281258266,1.812863438687426,1.8211149941099447
9,0.7167399639778949,1.810523342578969,1.8031436155239744,1.8165568265509096,1.8107778670939996
10,0.6959152234361526,1.7874190934160925,1.7894642154375713,1.8123784014519224,1.7916919221269323
11,0.6585960026751173,1.779205099065253,1.7630437165498734,1.8073111772537231,1.7868862177463287
12,0.6195542723574536,1.7792188816882195,1.7811432381470995,1.769103390105227,1.7602024991461571
13,0.6303911221788284,1.7803075541841222,1.781667669614156,1.7959287927505818,1.7896235369621438
14,0.6025802442368041,1.7654828086812446,1.7702726523081462,1.7652631972698456,1.7673990016287946
15,0.597329096591219,1.755776674189466,1.760115668177605,1.7766782907729453,1.7853333518860188
16,0.5772575888227909,1.7772769065613443,1.7490066488583882,1.7632836280985082,1.7953405126612236
17,0.5755067702303541,1.7661097151167848,1.754695733388265,1.7629921436309814,1.782419742421901
18,0.5675420146039192,1.7878738413465785,1.7559584379196167,1.7545478673691446,1.751289149548145
19,0.570967601968887,1.726700430220746,1.7363612204790115,1.736058235168457,1.768194114908259
20,0.5467990934848785,1.73905404577864,1.7629447877407074,1.756556622525479,1.7296020857831265
21,0.5525765653620375,1.7287554867724155,1.7585323204596837,1.7277466337731544,1.7579053792547672
22,0.5547147031794203,1.7449337954216817,1.7289737612009048,1.7080455536537982,1.7313249263357608
23,0.5163770311690391,1.7663880890988288,1.7140598396460216,1.7273175361308646,1.7212689531610368
24,0.4909793918437146,1.7451581244773051,1.7209406197071075,1.7178151150967211,1.7348847135584404
25,0.493209051959058,1.7366855119137057,1.7058452268441515,1.7267211624916563,1.77275139727491
26,0.5150885911698037,1.7419668182413628,1.6978634347518284,1.7121521462785436,1.7163965270874348
27,0.50775164873042,1.7247474903756,1.7002033938964207,1.7025470784369936,1.718785823659694
28,0.4910556211116466,1.702594168642734,1.7004210501909256,1.7232388055070915,1.709999201145578
29,0.4598204430113447,1.7331508626329135,1.7070123652617135,1.7003190415970824,1.7144254927939555
30,0.49842436009265,1.755284141986928,1.7370954751968384,1.6857614162120411,1.718789410083852
31,0.5010432195156178,1.7162073977450107,1.7293959458669026,1.702646998648948,1.7086066388069314
32,0.4803528937887638,1.726306103645487,1.7085505624612172,1.7093246465033674,1.6857811516903816
33,0.4818812526286916,1.7050185913735247,1.697339966893196,1.7019241819990445,1.7142824949102198
34,0.4727184334967999,1.7317970636043143,1.6849732398986816,1.6941202346314774,1.6828896238448772
35,0.4694948443706999,1.6913270722044276,1.6930081844329834,1.6756258264501045,1.6923337667546374
36,0.4556853682436841,1.6844991217268277,1.6686156789461772,1.675914173430585,1.7053796889934134
37,0.4428141998483779,1.6765394007906,1.672001505891482,1.6860072942490274,1.6898502669435866
38,0.4524824638315972,1.7057982835363834,1.69576229651769,1.6889318050222193,1.6774306145120177
39,0.4406836679641236,1.6868182547548984,1.6785121063391368,1.6501544003790998,1.7128367119647088
40,0.4633588061687794,1.696874144229483,1.6683661689360936,1.671206623949903,1.6714911105784964
41,0.4621685679922712,1.669453892302006,1.6661826223134997,1.6771686559027814,1.6735958774039086
42,0.4595800917199317,1.6839666366577148,1.6609181265036266,1.6687995880208115,1.7027300367964076
43,0.4393650039713433,1.665123944586896,1.6518998195727663,1.6294973277031106,1.6505295596224197
44,0.4757648738140755,1.6848410951330306,1.638460859656334,1.6389962054313498,1.657477449863515
45,0.4910645478583397,1.6856608872718,1.6434519439935684,1.639577865600586,1.661990426956339
46,0.4519928319657103,1.6843209368117311,1.637334331870079,1.6340435464331444,1.662710504328951
47,0.4553076054187531,1.6519116898800463,1.6619576861461005,1.6289975465612208,1.6649602753050785
48,0.4635130775735733,1.6840548160228324,1.6474700818459194,1.6278730123601062,1.6340145024847477
49,0.4516635492761084,1.6902557966556957,1.6227975537379582,1.6380246801579252,1.6295708468619814
50,0.4346301714156536,1.6745377068823957,1.633555993437767,1.6023191873063432,1.6244037836155991
51,0.4367610660005123,1.6579922285485775,1.6392066379388173,1.5916513787939193,1.659156837361924
52,0.44148887535359,1.6549248568555142,1.6609450628360112,1.6004119857828667,1.6338872047180826
53,0.4486317653605278,1.6228091539220606,1.6295427878697712,1.618715215236583,1.6392164610801858
54,0.4588930391250773,1.6209953617542348,1.597572733958562,1.606554520891068,1.6197348325810534
55,0.4317952001348455,1.63113338642932,1.5921784341335297,1.5761170082903924,1.623771847562587
56,0.433069645090306,1.615664522698585,1.5999815613031387,1.5611259962650057,1.6185868496590472
57,0.4340172302215657,1.63464551276349,1.589897910753886,1.57311564303459,1.6125085049487176
58,0.4174223497827002,1.6522736879105264,1.691567838191986,1.5729874347118622,1.6159790602136166
59,0.4123694636720292,1.6230633588547403,1.670006309946378,1.5478781715352483,1.5727961190203403
60,0.4172612669620108,1.58614330849749,1.6249729593594868,1.576845052394461,1.5871484964451892
61,0.4457417846994197,1.6316746143584555,1.6202690700689952,1.551101154469429,1.5993395029230322
62,0.4228642170733593,1.6090942291503256,1.629967878262202,1.566749818781589,1.609435923556064
63,0.4359552562236786,1.6208761296373733,1.6117552916208904,1.5638028941255937,1.598258599321893
64,0.4486872167029279,1.5875469674455358,1.6041377037763596,1.4961118926393224,1.562929871234488
65,0.4326268199910509,1.6571852374584115,1.5882179290056229,1.5318206142871935,1.5687079226717036
66,0.415240670772309,1.6120276831566018,1.6000829190015793,1.534307025848551,1.577440954269247
67,0.4366246227254259,1.5928943005013974,1.5977667421102524,1.524862659738419,1.5461407164309888
68,0.4249950121057794,1.578590915558186,1.6018282274405162,1.5469887383440708,1.5527310041671103
69,0.4308539457777713,1.5852551105174613,1.580641895532608,1.5358917332710105,1.5368770234128262
70,0.4137023237157375,1.585673953624482,1.6048613240321477,1.5106610465557018,1.5580875290201066
71,0.4217994669650463,1.5885339645629233,1.5725949158271153,1.5138643117661172,1.5204506681320515
72,0.4179511019524107,1.5791769636438249,1.562339261174202,1.479896438882706,1.5718832244264318
73,0.4307171372657126,1.5672835238436436,1.5554365118344624,1.4960393449093432,1.532344528969298
74,0.4233101885369483,1.5773140826123826,1.5457567820946376,1.4856598199682032,1.5572606933877824
75,0.426895723063895,1.553602307400805,1.5768246700366335,1.4736249827324075,1.4968444261145084
76,0.4024633663765927,1.5845721148430032,1.5539626330137253,1.4924782844299966,1.505796711495582
77,0.4090537764924637,1.5428316542442808,1.559322863817215,1.4649064946681896,1.4945856992234574
78,0.4181996615643197,1.565186264667105,1.515859176715215,1.4358797808910937,1.499438613019091
79,0.4052355308481987,1.5264427002440109,1.545892313122749,1.452021431415639,1.518924687771087
80,0.4044088930525678,1.5266641505221104,1.5495454619328182,1.4590808609698682,1.4958630318337298
81,0.4022772153641315,1.5073906791971086,1.533190742135048,1.459573375417831,1.504344496321171
82,0.4271443181849541,1.5561685891861612,1.5424862653017044,1.444546324141482,1.4742566093485403
83,0.3994858074695506,1.552293082501026,1.5124756942192714,1.462326133504827,1.456332746972429
84,0.3981978341620019,1.51342159890114,1.5466165741284688,1.431517022721311,1.5099131249366922
85,0.4020811471533268,1.482524851535229,1.5392514169216156,1.3982837504528938,1.4622571240080164
86,0.4028105456778343,1.522271676266447,1.53699192404747,1.4350646353782492,1.455678676037078
87,0.3940766580561374,1.480422278668018,1.5250215182701747,1.4171135780659128,1.4734932792947648
88,0.3906818602947479,1.4968634082915937,1.577512393395106,1.3970426168847592,1.4442739664240087
89,0.3961974902355925,1.5130681661849326,1.5152804801861446,1.4180960021120437,1.4520304608852306
90,0.3967504628161166,1.5118405590666102,1.5188795576492946,1.4049110285779265,1.410422091788434
91,0.4113217065943048,1.4810411853993193,1.5284838924805324,1.3885349136717775,1.4175014242212822
92,0.4069229541940892,1.470818593146953,1.54023610552152,1.3631122163001528,1.4450198107577386
93,0.3965960404974349,1.434636136318775,1.529710054397583,1.3918514302436342,1.4412185055144289
94,0.3980293064675432,1.4491654076474778,1.5354887247085571,1.3832062279924433,1.4239046396093165
