Epoch,Ours,ResNet-50,ResNet-101,ResNeXt-50,ResNeXt-101
1,1.1289470876966203,4.34970109803336,4.029367761952536,4.147742978164128,3.828028636319297
2,0.97313705938203,1.9690754669053212,2.058082401752472,2.0615529673440114,2.064674581800188
3,0.8662904500961304,1.9560602733067105,1.9146152223859516,1.9138320003237044,2.004617393016815
4,0.8129215964249202,1.9044596297400336,1.8841399465288435,1.9097025990486145,1.9889409627233232
5,0.7805566958018711,1.876630084855216,1.8460707409041268,1.867749069418226,1.9270915389060972
6,0.7251255852835519,1.82803727047784,1.8548059208052496,1.7996652807508196,1.9127390384674072
7,0.6688991785049438,1.821005037852696,1.824473023414612,1.7863564150674005,1.885982496397836
8,0.6965207500117165,1.8131564174379624,1.816557850156512,1.7715658119746618,1.8867866226605008
9,0.6078425943851471,1.8204702820096696,1.811726876667568,1.8047464489936829,1.862901559897832
10,0.5940187616007668,1.8151967355183192,1.817679941654205,1.7314918381827218,1.8468982492174424
11,0.5363233025584903,1.7499016949108668,1.8799966999462672,1.7288543667112075,1.8423693861280168
12,0.5456981169325965,1.7203359348433358,1.8085659912654333,1.754956943648202,1.8236796685627528
13,0.5326327638966697,1.7839322941643851,1.7828524793897356,1.7901833738599504,1.8295522587639943
14,0.5441973975726536,1.7276320542607988,1.821798886571612,1.7426091858318873,1.8191855720111303
15,0.5173469015530178,1.7779032162257604,1.806270693029676,1.684185036591121,1.801198959350586
16,0.4990400054625102,1.8028751015663147,1.8271171280315943,1.6397305812154497,1.8389010429382324
17,0.5042936865772519,1.7384783029556274,1.7921330758503504,1.609771260193416,1.7987046922956194
18,0.4936566970178059,1.7548546535628182,1.7644037178584508,1.6742597307477678,1.8141400728906905
19,0.5120052908148084,1.776165749345507,1.7836049710001265,1.7256901179041182,1.7869917580059596
20,0.4791202523878642,1.7282846484865462,1.7284508092062814,1.7366173352513994,1.7914674282073977
21,0.4864176405327661,1.771238046033042,1.7397128173283167,1.725421931062426,1.7632984519004822
22,0.4776752505983625,1.71842303446361,1.7295607328414917,1.7142698509352547,1.8008057815687997
23,0.4636320109878267,1.698793317590441,1.7325882485934667,1.6588999714170185,1.8065285427229745
24,0.4407823830842972,1.7265684178897314,1.73670095205307,1.6630746807370866,1.7519314970288955
25,0.462393764938627,1.705514201096126,1.6944482496806554,1.6568413036210197,1.7816431437219893
26,0.4492066566433225,1.745972446032933,1.714056372642517,1.6683795366968428,1.769887149333954
27,0.427193562899317,1.7138845835413252,1.7453644360814775,1.6723723070962089,1.7285490887505668
28,0.4479494669607707,1.7341390933309282,1.6761513267244612,1.654637839112963,1.791813509804862
29,0.4111457871539252,1.7510496633393424,1.6765517592430117,1.6052417499678475,1.7560961757387434
30,0.416664040514401,1.720427189554487,1.669412272317069,1.5638013907841273,1.739292289529528
31,0.4093293164457594,1.6780533279691423,1.6838701197079249,1.5329336438860213,1.7182358503341677
32,0.3912495481116431,1.7393688133784704,1.7258102893829346,1.586709099156516,1.7252036077635629
33,0.3887271199907575,1.6990668177604675,1.669727623462677,1.677757944379534,1.725616557257516
34,0.4100065167461122,1.7044195192200795,1.6759279114859444,1.7180384056908744,1.695727518626622
35,0.4235116839408874,1.670964513506208,1.7334046108382088,1.6167255895478383,1.700427072388785
36,0.4258551256997244,1.6877599699156625,1.6611788017409188,1.6021359988621302,1.6659786105155945
37,0.4164182118007115,1.645536686692919,1.6455844044685364,1.6134900195258004,1.6989000865391322
38,0.3901368762765612,1.6724407587732588,1.6572389006614685,1.5777582100459508,1.6691782304218836
39,0.4025452498878751,1.6771583727427892,1.6343369058200292,1.5585138372012548,1.6368241480418615
40,0.4370309540203639,1.617536757673536,1.6496608342443193,1.547205678054265,1.6881799272128517
41,0.4133252842085702,1.662500526223864,1.64729882138116,1.5791796020099096,1.7081484709467207
42,0.3981953944478716,1.6934224452291216,1.592807846409934,1.5739587204796928,1.708064317703247
43,0.3990513299192701,1.634717830589839,1.6170592308044434,1.5250836781093051,1.7317329815455846
44,0.4145158401557377,1.640882466520582,1.5895647065980094,1.4658989906311035,1.697502817426409
45,0.4230343976191112,1.613663877759661,1.6352054817335946,1.4945489508765084,1.6727753962789262
46,0.425592194710459,1.6059449570519584,1.670759115900312,1.5452862892832075,1.6378361923354012
47,0.4012265971728733,1.5403425523212977,1.6226568818092346,1.4699384740420751,1.6030224646840776
48,0.4013409784861973,1.592551384653364,1.5659833805901664,1.5873926877975464,1.6275162867137365
49,0.4096614803586687,1.5480341144970484,1.61138493674142,1.5413806438446045,1.6133815816470556
50,0.4112477962459837,1.549997201987675,1.59751319033759,1.4668981177466256,1.727171208177294
51,0.4021595822913306,1.512415553842272,1.5720805014882768,1.4730804051671709,1.636540744985853
52,0.4042776035411017,1.550237561975207,1.5763634613582067,1.4772539053644451,1.616802709443229
