Epoch,Ours_Train,Ours_Test,ResNet-50_Train,ResNet-50_Test,ResNet-101_Train,ResNet-101_Test,ResNeXt-50_Train,ResNeXt-50_Test,ResNeXt-101_Train,ResNeXt-101_Test
1,0.4949358541525996,0.51953125,0.4530722484807562,0.609375,0.4530722484807562,0.357421875,0.4645509790681971,0.58203125,0.4740040513166779,0.580078125
2,0.5968939905469277,0.64453125,0.5259959486833221,0.498046875,0.5422012153950033,0.603515625,0.5590817015530047,0.525390625,0.5286968264686023,0.642578125
3,0.6428089128966914,0.65234375,0.5665091154625254,0.640625,0.5550303848750844,0.5859375,0.5597569209993247,0.56640625,0.5422012153950033,0.533203125
4,0.6475354490209319,0.578125,0.5557056043214045,0.583984375,0.5665091154625254,0.64453125,0.5665091154625254,0.546875,0.5388251181634031,0.626953125
5,0.675894665766374,0.68359375,0.5739365293720459,0.650390625,0.5725860904794058,0.6484375,0.550303848750844,0.619140625,0.5786630654962863,0.599609375
6,0.6772451046590142,0.71875,0.5739365293720459,0.556640625,0.587440918298447,0.517578125,0.5665091154625254,0.484375,0.5766374071573261,0.611328125
7,0.7278865631330182,0.66796875,0.5705604321404456,0.638671875,0.5530047265361242,0.54296875,0.5732613099257259,0.525390625,0.5860904794058069,0.5546875
8,0.7346387575962188,0.6953125,0.574611748818366,0.626953125,0.6083727211343687,0.615234375,0.5590817015530047,0.568359375,0.5908170155300473,0.587890625
9,0.736664415935179,0.6953125,0.587440918298447,0.666015625,0.5935178933153274,0.62890625,0.5732613099257259,0.51953125,0.5692099932478055,0.58984375
10,0.7596218771100608,0.654296875,0.6063470627954085,0.63671875,0.5901417960837272,0.583984375,0.5941931127616475,0.66796875,0.6158001350438893,0.615234375
11,0.7893315327481432,0.712890625,0.5975692099932478,0.62109375,0.6259284267386901,0.611328125,0.5989196488858879,0.62890625,0.6110735989196489,0.61328125
12,0.8156650911546253,0.66796875,0.5968939905469277,0.63671875,0.6056718433490884,0.62890625,0.6178257933828494,0.609375,0.6212018906144497,0.654296875
13,0.8062120189061445,0.6953125,0.6056718433490884,0.609375,0.6360567184334909,0.650390625,0.5800135043889264,0.560546875,0.6137744767049291,0.62890625
14,0.8082376772451046,0.693359375,0.6097231600270088,0.66796875,0.6158001350438893,0.634765625,0.6232275489534098,0.611328125,0.6279540850776503,0.65625
15,0.8305199189736664,0.703125,0.613099257258609,0.625,0.6239027683997299,0.626953125,0.6043214044564483,0.611328125,0.6036461850101283,0.54296875
16,0.8365968939905469,0.6796875,0.5941931127616475,0.625,0.6185010128291695,0.58203125,0.6151249155975692,0.580078125,0.6049966239027684,0.58984375
17,0.837947332883187,0.70703125,0.6103983794733289,0.591796875,0.6151249155975692,0.66796875,0.6293045239702904,0.65625,0.6029709655638082,0.65234375
18,0.8548278190411884,0.71875,0.5935178933153274,0.58984375,0.6178257933828494,0.642578125,0.6198514517218096,0.654296875,0.62525320729237,0.650390625
19,0.8345712356515868,0.701171875,0.6225523295070898,0.638671875,0.6306549628629304,0.623046875,0.6434841323430115,0.609375,0.6218771100607697,0.669921875
20,0.8555030384875084,0.66015625,0.6266036461850101,0.66015625,0.6063470627954085,0.611328125,0.611748818365969,0.65234375,0.6266036461850101,0.615234375
21,0.8480756245779878,0.71484375,0.638082376772451,0.640625,0.6286293045239703,0.66015625,0.638082376772451,0.642578125,0.6259284267386901,0.638671875
22,0.8622552329507089,0.685546875,0.62457798784605,0.642578125,0.6475354490209319,0.615234375,0.6495611073598919,0.662109375,0.6468602295746118,0.54296875
23,0.8744091829844699,0.69921875,0.6232275489534098,0.611328125,0.6306549628629304,0.61328125,0.6421336934503714,0.671875,0.6529372045914922,0.53515625
24,0.900067521944632,0.689453125,0.6266036461850101,0.634765625,0.638082376772451,0.69921875,0.6515867656988521,0.640625,0.6306549628629304,0.6640625
25,0.8933153274814315,0.705078125,0.6340310600945307,0.62890625,0.6407832545577312,0.5546875,0.6407832545577312,0.6953125,0.6056718433490884,0.625
26,0.8831870357866306,0.70703125,0.6320054017555705,0.681640625,0.6515867656988521,0.619140625,0.6529372045914922,0.66796875,0.6441593517893315,0.615234375
27,0.8899392302498312,0.728515625,0.6313301823092505,0.560546875,0.6441593517893315,0.625,0.6495611073598919,0.63671875,0.6556380823767725,0.650390625
28,0.8899392302498312,0.728515625,0.6536124240378123,0.587890625,0.6576637407157326,0.6484375,0.6306549628629304,0.6328125,0.6583389601620526,0.630859375
29,0.9142471303173532,0.693359375,0.62525320729237,0.6328125,0.6482106684672518,0.626953125,0.6698176907494936,0.595703125,0.6637407157326131,0.6796875
30,0.8912896691424713,0.69140625,0.613099257258609,0.662109375,0.6664415935178933,0.6875,0.6556380823767725,0.61328125,0.6455097906819717,0.640625
31,0.8845374746792708,0.720703125,0.6286293045239703,0.5859375,0.6360567184334909,0.650390625,0.637407157326131,0.642578125,0.650236326806212,0.68359375
32,0.8946657663740716,0.7265625,0.6293045239702904,0.6328125,0.6428089128966914,0.6484375,0.6475354490209319,0.642578125,0.6610398379473329,0.60546875
33,0.8946657663740716,0.734375,0.6515867656988521,0.619140625,0.6434841323430115,0.638671875,0.6576637407157326,0.66015625,0.6590141796083727,0.681640625
34,0.9034436191762324,0.71875,0.636731937879811,0.650390625,0.6428089128966914,0.62890625,0.6576637407157326,0.662109375,0.6529372045914922,0.63671875
35,0.9047940580688724,0.69140625,0.6677920324105334,0.669921875,0.6596893990546928,0.66796875,0.6590141796083727,0.60546875,0.6698176907494936,0.689453125
36,0.912221471978393,0.73046875,0.650236326806212,0.65625,0.6644159351789332,0.55859375,0.6846725185685347,0.599609375,0.6684672518568535,0.669921875
37,0.9169480081026332,0.73828125,0.6698176907494936,0.623046875,0.6772451046590142,0.59375,0.6590141796083727,0.66796875,0.6542876434841324,0.619140625
38,0.9237002025658338,0.701171875,0.637407157326131,0.583984375,0.6549628629304524,0.634765625,0.6515867656988521,0.654296875,0.6725185685347738,0.611328125
39,0.9237002025658338,0.697265625,0.6671168129642133,0.63671875,0.6664415935178933,0.671875,0.6745442268737339,0.615234375,0.6475354490209319,0.654296875
40,0.9081701553004726,0.716796875,0.6414584740040513,0.65625,0.6880486158001351,0.673828125,0.6927751519243754,0.66015625,0.6664415935178933,0.62109375
41,0.9047940580688724,0.720703125,0.6637407157326131,0.642578125,0.6671168129642133,0.6640625,0.6731937879810939,0.669921875,0.6671168129642133,0.650390625
42,0.9115462525320728,0.703125,0.6563133018230926,0.662109375,0.6691424713031735,0.677734375,0.6839972991222147,0.671875,0.6549628629304524,0.67578125
43,0.923024983119514,0.716796875,0.6765698852126941,0.56640625,0.6765698852126941,0.609375,0.7089804186360568,0.66796875,0.6765698852126941,0.63671875
44,0.9108710330857528,0.705078125,0.6603646185010128,0.673828125,0.6920999324780553,0.66015625,0.6954760297096556,0.642578125,0.6785955435516543,0.662109375
45,0.8933153274814315,0.703125,0.6596893990546928,0.630859375,0.6785955435516543,0.630859375,0.6880486158001351,0.65625,0.6799459824442944,0.61328125
46,0.9155975692099932,0.7109375,0.6617150573936529,0.650390625,0.6954760297096556,0.64453125,0.6900742741390952,0.669921875,0.673869007427414,0.548828125
47,0.9135719108710332,0.71875,0.6866981769074949,0.595703125,0.6887238352464551,0.611328125,0.6812964213369345,0.62109375,0.6731937879810939,0.66015625
48,0.9074949358541526,0.716796875,0.6576637407157326,0.630859375,0.6765698852126941,0.658203125,0.6981769074949359,0.666015625,0.6907494935854153,0.615234375
49,0.924375422012154,0.71875,0.6596893990546928,0.67578125,0.6948008102633356,0.6484375,0.6934503713706954,0.66796875,0.699527346387576,0.68359375
50,0.924375422012154,0.6875,0.6725185685347738,0.623046875,0.687373396353815,0.64453125,0.7170830519918974,0.6640625,0.6887238352464551,0.65234375
51,0.9216745442268738,0.712890625,0.6826468602295747,0.658203125,0.6833220796758946,0.646484375,0.7218095881161377,0.64453125,0.6765698852126941,0.65625
52,0.924375422012154,0.71875,0.6887238352464551,0.634765625,0.6880486158001351,0.630859375,0.7177582714382175,0.65625,0.6975016880486158,0.66015625
53,0.9155975692099932,0.712890625,0.6826468602295747,0.646484375,0.6941255908170155,0.64453125,0.7049291019581364,0.6484375,0.6927751519243754,0.673828125
54,0.9061444969615124,0.708984375,0.7029034436191762,0.591796875,0.7062795408507765,0.591796875,0.713031735313977,0.6640625,0.7022282241728561,0.6796875
55,0.9297771775827144,0.70703125,0.700877785280216,0.6640625,0.724510465901418,0.650390625,0.7278865631330182,0.662109375,0.6948008102633356,0.68359375
56,0.9237002025658338,0.708984375,0.7062795408507765,0.646484375,0.713031735313977,0.673828125,0.7373396353814989,0.66015625,0.7062795408507765,0.638671875
57,0.926401080351114,0.70703125,0.6880486158001351,0.556640625,0.7305874409182984,0.623046875,0.7467927076299797,0.666015625,0.7116812964213369,0.689453125
58,0.937204591492235,0.693359375,0.6711681296421337,0.685546875,0.6806212018906145,0.60546875,0.7319378798109386,0.65625,0.6968264686022958,0.685546875
59,0.937879810938555,0.70703125,0.6914247130317354,0.6015625,0.6603646185010128,0.66015625,0.7515192437542201,0.658203125,0.725185685347738,0.69140625
60,0.9304523970290344,0.708984375,0.7191087103308575,0.658203125,0.7083051991897367,0.634765625,0.736664415935179,0.662109375,0.7143821742066172,0.611328125
61,0.9115462525320728,0.71875,0.6948008102633356,0.666015625,0.7116812964213369,0.62109375,0.7467927076299797,0.689453125,0.725185685347738,0.6875
62,0.937879810938555,0.66796875,0.7137069547602971,0.662109375,0.7056043214044565,0.642578125,0.7461174881836596,0.673828125,0.7083051991897367,0.634765625
63,0.9223497636731938,0.720703125,0.7049291019581364,0.685546875,0.7069547602970966,0.650390625,0.7278865631330182,0.640625,0.713031735313977,0.677734375
64,0.9237002025658338,0.650390625,0.7312626603646185,0.61328125,0.7224848075624578,0.666015625,0.7663740715732613,0.673828125,0.725185685347738,0.662109375
65,0.924375422012154,0.677734375,0.6779203241053342,0.662109375,0.7069547602970966,0.65234375,0.7555705604321404,0.59765625,0.7285617825793382,0.640625
66,0.9358541525995948,0.732421875,0.7170830519918974,0.681640625,0.7184334908845375,0.6171875,0.7427413909520594,0.658203125,0.724510465901418,0.6328125
67,0.9176232275489534,0.705078125,0.7373396353814989,0.59765625,0.7177582714382175,0.646484375,0.7548953409858203,0.6640625,0.7420661715057394,0.6484375
68,0.9291019581363944,0.732421875,0.7170830519918974,0.623046875,0.7305874409182984,0.626953125,0.7434166103983795,0.646484375,0.7312626603646185,0.693359375
69,0.924375422012154,0.71875,0.7332883187035787,0.671875,0.7238352464550979,0.611328125,0.7481431465226198,0.619140625,0.7521944632005402,0.638671875
70,0.9331532748143146,0.697265625,0.7218095881161377,0.685546875,0.7157326130992573,0.623046875,0.7731262660364618,0.6640625,0.7285617825793382,0.6640625
71,0.9297771775827144,0.732421875,0.7177582714382175,0.689453125,0.7238352464550979,0.5859375,0.7656988521269412,0.673828125,0.7515192437542201,0.650390625
72,0.9311276164753544,0.666015625,0.7258609047940581,0.615234375,0.7413909520594193,0.654296875,0.7792032410533424,0.677734375,0.738014854827819,0.697265625
73,0.925725860904794,0.69921875,0.7312626603646185,0.658203125,0.7427413909520594,0.65234375,0.7690749493585415,0.65625,0.7596218771100608,0.654296875
74,0.9223497636731938,0.71875,0.7292370020256583,0.6796875,0.7515192437542201,0.65625,0.7805536799459825,0.673828125,0.7339635381498987,0.6640625
75,0.9311276164753544,0.6953125,0.7359891964888589,0.611328125,0.7326130992572586,0.6171875,0.7825793382849426,0.65625,0.7805536799459825,0.65625
76,0.9331532748143146,0.689453125,0.724510465901418,0.666015625,0.74949358541526,0.6171875,0.7711006076975017,0.673828125,0.7528696826468603,0.669921875
77,0.9345037137069548,0.716796875,0.7562457798784605,0.62890625,0.738014854827819,0.68359375,0.7879810938555031,0.640625,0.7778528021607022,0.681640625
78,0.9331532748143146,0.732421875,0.7238352464550979,0.65625,0.7461174881836596,0.650390625,0.8062120189061445,0.63671875,0.775151924375422,0.66015625
79,0.9432815665091154,0.703125,0.7555705604321404,0.6484375,0.7474679270762998,0.671875,0.7879810938555031,0.677734375,0.7528696826468603,0.673828125
80,0.9358541525995948,0.701171875,0.7461174881836596,0.654296875,0.7528696826468603,0.638671875,0.7981093855503039,0.6484375,0.7609723160027009,0.65625
81,0.9419311276164752,0.736328125,0.7602970965563808,0.654296875,0.7521944632005402,0.630859375,0.7940580688723835,0.677734375,0.7690749493585415,0.640625
82,0.927076299797434,0.73828125,0.7339635381498987,0.673828125,0.7481431465226198,0.666015625,0.8014854827819041,0.67578125,0.7906819716407832,0.669921875
83,0.9405806887238352,0.73828125,0.7434166103983795,0.66015625,0.7488183659689399,0.677734375,0.7920324105334233,0.7109375,0.7900067521944631,0.69140625
84,0.937879810938555,0.70703125,0.7596218771100608,0.658203125,0.7548953409858203,0.625,0.800810263335584,0.658203125,0.75016880486158,0.662109375
85,0.9419311276164752,0.703125,0.7717758271438218,0.640625,0.7548953409858203,0.630859375,0.8210668467251857,0.6796875,0.7832545577312626,0.669921875
86,0.937204591492235,0.724609375,0.7420661715057394,0.6640625,0.7427413909520594,0.61328125,0.8055367994598245,0.671875,0.7886563133018231,0.693359375
87,0.950033760972316,0.734375,0.775151924375422,0.6484375,0.7738014854827819,0.615234375,0.8305199189736664,0.671875,0.7778528021607022,0.65625
88,0.9561107359891964,0.734375,0.7582714382174207,0.662109375,0.7258609047940581,0.6640625,0.8210668467251857,0.642578125,0.7967589466576638,0.669921875
89,0.9453072248480756,0.736328125,0.7609723160027009,0.6875,0.7589466576637407,0.669921875,0.8062120189061445,0.611328125,0.800810263335584,0.69921875
90,0.9439567859554356,0.7109375,0.762322754895341,0.66796875,0.7602970965563808,0.66015625,0.8284942606347063,0.68359375,0.8136394328156651,0.623046875
91,0.9419311276164752,0.724609375,0.7731262660364618,0.658203125,0.7548953409858203,0.634765625,0.8406482106684673,0.6484375,0.8143146522619852,0.662109375
92,0.9392302498311952,0.73828125,0.7825793382849426,0.634765625,0.7461174881836596,0.658203125,0.8419986495611074,0.625,0.812288993923025,0.650390625
93,0.9426063470627954,0.740234375,0.8014854827819041,0.6328125,0.7596218771100608,0.666015625,0.8318703578663066,0.6484375,0.7987846049966238,0.634765625
94,0.9459824442943956,0.75,0.7981093855503039,0.658203125,0.75016880486158,0.658203125,0.8305199189736664,0.634765625,0.799459824442944,0.6640625
95,0.9459824442943956,0.708984375,0.7731262660364618,0.66796875,0.7643484132343011,0.634765625,0.8365968939905469,0.6953125,0.8143146522619852,0.67578125
96,0.950033760972316,0.73828125,0.7927076299797434,0.634765625,0.7785280216070223,0.64453125,0.8305199189736664,0.673828125,0.8176907494935854,0.685546875
97,0.948683322079676,0.6875,0.7852802160702228,0.654296875,0.7717758271438218,0.646484375,0.8338960162052668,0.630859375,0.8136394328156651,0.70703125
98,0.9534098582039164,0.708984375,0.7974341661039838,0.669921875,0.7656988521269412,0.64453125,0.8386225523295071,0.638671875,0.8365968939905469,0.697265625
99,0.9419311276164752,0.748046875,0.8109385550303849,0.638671875,0.7596218771100608,0.623046875,0.8386225523295071,0.6875,0.8278190411883862,0.650390625
100,0.9419311276164752,0.724609375,0.800810263335584,0.623046875,0.7906819716407832,0.6796875,0.8345712356515868,0.671875,0.8359216745442268,0.6875
101,0.9304523970290344,0.73046875,0.800135043889264,0.63671875,0.7758271438217421,0.654296875,0.8555030384875084,0.66015625,0.8075624577987845,0.708984375
102,0.9405806887238352,0.72265625,0.7960837272113437,0.611328125,0.8109385550303849,0.654296875,0.8703578663065497,0.654296875,0.8183659689399054,0.6796875
103,0.9635381498987172,0.712890625,0.8183659689399054,0.62890625,0.7900067521944631,0.609375,0.8548278190411884,0.65234375,0.8338960162052668,0.7109375
104,0.949358541525996,0.7109375,0.812964213369345,0.626953125,0.775151924375422,0.669921875,0.8487508440243079,0.65625,0.837272113436867,0.6484375
105,0.9419311276164752,0.701171875,0.8116137744767049,0.666015625,0.775151924375422,0.6171875,0.8649561107359892,0.66796875,0.8217420661715057,0.69140625
106,0.9459824442943956,0.70703125,0.8359216745442268,0.677734375,0.7859554355165429,0.68359375,0.8730587440918298,0.68359375,0.8305199189736664,0.65625
107,0.9534098582039164,0.71875,0.8291694800810263,0.658203125,0.7886563133018231,0.66015625,0.8825118163403106,0.6796875,0.8622552329507089,0.6796875
108,0.952059419311276,0.705078125,0.8311951384199865,0.634765625,0.7906819716407832,0.63671875,0.8892640108035111,0.67578125,0.8703578663065497,0.69140625
109,0.9473328831870358,0.720703125,0.849426063470628,0.671875,0.8055367994598245,0.640625,0.8582039162727887,0.669921875,0.837272113436867,0.6796875
110,0.9669142471303174,0.712890625,0.8264686022957461,0.662109375,0.8068872383524646,0.650390625,0.8683322079675895,0.63671875,0.8345712356515868,0.693359375
111,0.9439567859554356,0.697265625,0.837272113436867,0.669921875,0.800810263335584,0.642578125,0.8683322079675895,0.70703125,0.8669817690749494,0.6640625
112,0.9561107359891964,0.708984375,0.8386225523295071,0.662109375,0.7947332883187036,0.607421875,0.8555030384875084,0.689453125,0.8642808912896691,0.712890625
113,0.9561107359891964,0.720703125,0.8332207967589467,0.640625,0.8035111411208643,0.67578125,0.8690074274139096,0.654296875,0.8642808912896691,0.6640625
114,0.9473328831870358,0.720703125,0.8365968939905469,0.671875,0.8210668467251857,0.65234375,0.8771100607697502,0.673828125,0.8669817690749494,0.712890625
115,0.948008102633356,0.72265625,0.8541525995948683,0.658203125,0.7974341661039838,0.59375,0.8804861580013504,0.685546875,0.8663065496286293,0.7109375
116,0.951384199864956,0.71875,0.8521269412559082,0.6328125,0.7906819716407832,0.65625,0.8892640108035111,0.6875,0.8534773801485482,0.697265625
117,0.9554355165428764,0.744140625,0.8399729912221472,0.63671875,0.8109385550303849,0.671875,0.8899392302498312,0.693359375,0.8642808912896691,0.703125
118,0.9540850776502364,0.712890625,0.8406482106684673,0.646484375,0.824442943956786,0.662109375,0.8717083051991897,0.61328125,0.8831870357866306,0.6875
119,0.951384199864956,0.724609375,0.8561782579338285,0.67578125,0.8251181634031061,0.66015625,0.8764348413234301,0.6953125,0.8676569885212694,0.65234375
120,0.9615124915597568,0.7265625,0.8663065496286293,0.650390625,0.8271438217420661,0.609375,0.8838622552329507,0.697265625,0.8582039162727887,0.646484375
121,0.9534098582039164,0.701171875,0.8717083051991897,0.654296875,0.7940580688723835,0.650390625,0.8879135719108711,0.6953125,0.8642808912896691,0.669921875
122,0.9588116137744768,0.69921875,0.8588791357191087,0.66796875,0.8136394328156651,0.62109375,0.8953409858203917,0.697265625,0.888588791357191,0.685546875
123,0.952059419311276,0.71875,0.8568534773801485,0.646484375,0.8089128966914247,0.6171875,0.8973666441593517,0.66796875,0.8825118163403106,0.673828125
124,0.962187711006077,0.716796875,0.8649561107359892,0.6484375,0.8291694800810263,0.673828125,0.886563133018231,0.705078125,0.900067521944632,0.673828125
125,0.9601620526671168,0.708984375,0.8771100607697502,0.626953125,0.8237677245104659,0.673828125,0.9041188386225524,0.6875,0.8852126941255908,0.658203125
126,0.9635381498987172,0.7265625,0.8561782579338285,0.64453125,0.8210668467251857,0.640625,0.9047940580688724,0.671875,0.8831870357866306,0.6484375
127,0.9635381498987172,0.708984375,0.8690074274139096,0.62109375,0.8298446995273464,0.60546875,0.9041188386225524,0.68359375,0.886563133018231,0.67578125
128,0.9655638082376772,0.69140625,0.8683322079675895,0.671875,0.8426738690074275,0.658203125,0.8953409858203917,0.654296875,0.8791357191087104,0.69140625
129,0.9635381498987172,0.70703125,0.8987170830519919,0.6328125,0.8359216745442268,0.666015625,0.901417960837272,0.701171875,0.8838622552329507,0.677734375
130,0.9642133693450372,0.716796875,0.849426063470628,0.65625,0.8203916272788656,0.623046875,0.8953409858203917,0.66015625,0.8953409858203917,0.666015625
131,0.9561107359891964,0.6953125,0.8703578663065497,0.626953125,0.8392977717758271,0.671875,0.8939905469277515,0.693359375,0.8939905469277515,0.669921875
132,0.9540850776502364,0.712890625,0.8555030384875084,0.66796875,0.8690074274139096,0.66796875,0.9041188386225524,0.6953125,0.9088453747467928,0.6796875
133,0.9696151249155976,0.732421875,0.8939905469277515,0.671875,0.849426063470628,0.638671875,0.901417960837272,0.646484375,0.9054692775151924,0.66796875
134,0.9675894665766374,0.69921875,0.8764348413234301,0.666015625,0.8197164078325456,0.640625,0.9101958136394328,0.693359375,0.8879135719108711,0.669921875
