Epoch,Ours,ResNet-50,ResNet-101,ResNeXt-50,ResNeXt-101
1,1.0669073803084237,3.58845441592367,4.251900792121887,3.58324754865546,3.5435072936509786
2,0.964821043468657,2.001828463453996,1.9313846111297608,1.9621279302396275,2.0278660811876
3,0.8946499909673419,1.934622927715904,1.8703518509864807,1.913363444177728,1.927681057076705
4,0.8878587115378607,1.8780605291065415,1.8398015975952149,1.8910900730835765,1.9190490371302555
5,0.7744088825725374,1.810415180105912,1.845135164260864,1.8821386161603424,1.9181332462712335
6,0.7432760170527867,1.8174039313667696,1.800595760345459,1.861970681893198,1.9221114986821224
7,0.6941688855489095,1.814446844552693,1.8199429750442504,1.849499250713148,1.930127325810884
8,0.6591997033073789,1.7790381343741166,1.816685926914215,1.845207603354203,1.904126192394056
9,0.6425353544098991,1.792633433091013,1.7629937052726743,1.835722007249531,1.8666834015595288
10,0.6118848976634798,1.789676860759133,1.766768264770508,1.829695657679909,1.871493377183613
11,0.6278910920733497,1.7917158164476092,1.7952126622200013,1.8027919154418144,1.8446133575941388
12,0.5945413637728918,1.7542795319306224,1.79044851064682,1.8396393123425936,1.8378511039834275
13,0.5568012836433592,1.7546630156667609,1.7878571510314942,1.801885924841228,1.836684791665328
14,0.5622698125385103,1.807908698132164,1.771029281616211,1.8010046984020032,1.8558769226074217
15,0.5347370008627573,1.7638841992930363,1.7815246105194091,1.8437845581456236,1.7832812447296946
16,0.5471984091259184,1.7221516245289852,1.76610609292984,1.84866632285871,1.805283910349796
17,0.4892431298891703,1.7561610309701217,1.7715258479118348,1.8191651796039785,1.8457176685333248
18,0.5068715824967339,1.740988474143179,1.7833873867988586,1.7769433008997064,1.854856434621309
19,0.4742298197178614,1.7324535031067698,1.72883962392807,1.791349825106169,1.8064803324247665
20,0.4903221598693302,1.7032285301308885,1.7545391201972962,1.8073195030814724,1.7903283395265277
21,0.4414361346335638,1.7323326939030697,1.738483738899231,1.808190157538966,1.7703370357814587
